title,link,published,source
5 reasons Apple is right to ditch Macworld Expo - TechRadar,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vbmV3cy9jb21wdXRpbmcvYXBwbGUvNS1yZWFzb25zLWFwcGxlLWlzLXJpZ2h0LXRvLWRpdGNoLW1hY3dvcmxkLWV4cG8tNDk4NDYx0gEA?oc=5,2009-01-06 08:00:00,TechRadar
"Apple introduces iWork '09, iWork.com - AppleInsider",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMS8wNi9hcHBsZV9pbnRyb2R1Y2VzX2l3b3JrXzA5X2l3b3JrX2NvbdIBU2h0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMS8wNi9hcHBsZV9pbnRyb2R1Y2VzX2l3b3JrXzA5X2l3b3JrX2NvbS9hbXAv?oc=5,2009-01-06 08:00:00,AppleInsider
Macworld Live Blog: Apple to Lift Copy Limits on iTunes Music - The New York Times,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYml0cy5ibG9ncy5ueXRpbWVzLmNvbS8yMDA5LzAxLzA2L2xpdmUtYmxvZy10aGUtYXBwbGUta2V5bm90ZS1zcGVlY2gtYXQtbWFjd29ybGQv0gEA?oc=5,2009-01-06 08:00:00,The New York Times
iTunes Goes DRM Free - But No Social Network Just Yet - ReadWrite,https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vcmVhZHdyaXRlLmNvbS9pdHVuZXNfZ29lc19kcm1fZnJlZS_SAQA?oc=5,2009-01-06 08:00:00,ReadWrite
Apple faithful rally at least one more time at Macworld - The Mercury News,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3Lm1lcmN1cnluZXdzLmNvbS8yMDA5LzAxLzA3L2FwcGxlLWZhaXRoZnVsLXJhbGx5LWF0LWxlYXN0LW9uZS1tb3JlLXRpbWUtYXQtbWFjd29ybGQv0gFjaHR0cHM6Ly93d3cubWVyY3VyeW5ld3MuY29tLzIwMDkvMDEvMDcvYXBwbGUtZmFpdGhmdWwtcmFsbHktYXQtbGVhc3Qtb25lLW1vcmUtdGltZS1hdC1tYWN3b3JsZC9hbXAv?oc=5,2009-01-07 08:00:00,The Mercury News
Apple's Genius Bar: The Ultimate Hardware as a Service - Channel Futures,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNoYW5uZWxmdXR1cmVzLmNvbS9jbG91ZC9hcHBsZS1zLWdlbml1cy1iYXItdGhlLXVsdGltYXRlLWhhcmR3YXJlLWFzLWEtc2VydmljZdIBAA?oc=5,2009-01-07 08:00:00,Channel Futures
"iTunes finally goes DRM-free, iPhone gets 3G music downloads - CNET",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmNuZXQuY29tL25ld3MvaXR1bmVzLWZpbmFsbHktZ29lcy1kcm0tZnJlZS1pcGhvbmUtZ2V0cy0zZy1tdXNpYy1kb3dubG9hZHMv0gEA?oc=5,2009-01-07 08:00:00,CNET
Job-less: Steve Jobs's Succession Plan Should Be a Top Priority for Apple - Knowledge@Wharton,https://news.google.com/rss/articles/CBMidGh0dHBzOi8va25vd2xlZGdlLndoYXJ0b24udXBlbm4uZWR1L2FydGljbGUvam9iLWxlc3Mtc3RldmUtam9ic3Mtc3VjY2Vzc2lvbi1wbGFuLXNob3VsZC1iZS1hLXRvcC1wcmlvcml0eS1mb3ItYXBwbGUv0gEA?oc=5,2009-01-07 08:00:00,Knowledge@Wharton
A closer look at Apple's advanced notebook battery tech - AppleInsider,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMS8wNy9hX2Nsb3Nlcl9sb29rX2F0X2FwcGxlc19hZHZhbmNlZF9ub3RlYm9va19iYXR0ZXJ5X3RlY2jSAWZodHRwczovL2FwcGxlaW5zaWRlci5jb20vYXJ0aWNsZXMvMDkvMDEvMDcvYV9jbG9zZXJfbG9va19hdF9hcHBsZXNfYWR2YW5jZWRfbm90ZWJvb2tfYmF0dGVyeV90ZWNoL2FtcC8?oc=5,2009-01-07 08:00:00,AppleInsider
Apple Offers Keynote Remote App to iPhone / iPod Touch Users - Softpedia News,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vbmV3cy5zb2Z0cGVkaWEuY29tL25ld3MvQXBwbGUtT2ZmZXJzLUtleW5vdGUtUmVtb3RlLUFwcC10by1pUGhvbmUtaVBvZC1Ub3VjaC1Vc2Vycy0xMDE0MDUuc2h0bWzSAQA?oc=5,2009-01-07 08:00:00,Softpedia News
Apple reveals 2009 upgrades for iLife and iWork - Software - News - HEXUS,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vaGV4dXMubmV0L3RlY2gvbmV3cy9zb2Z0d2FyZS8xNjc2NS1hcHBsZS1yZXZlYWxzLTIwMDktdXBncmFkZXMtaWxpZmUtaXdvcmsv0gEA?oc=5,2009-01-07 08:00:00,HEXUS
Apple files patent for camera hidden behind display - AppleInsider,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMS8wOC9hcHBsZV9maWxlc19wYXRlbnRfZm9yX2NhbWVyYV9oaWRkZW5fYmVoaW5kX2Rpc3BsYXnSAWNodHRwczovL2FwcGxlaW5zaWRlci5jb20vYXJ0aWNsZXMvMDkvMDEvMDgvYXBwbGVfZmlsZXNfcGF0ZW50X2Zvcl9jYW1lcmFfaGlkZGVuX2JlaGluZF9kaXNwbGF5L2FtcC8?oc=5,2009-01-08 08:00:00,AppleInsider
"Steve Jobs banks his $1 salary, loses $500m - The Independent",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL3RlY2gvc3RldmUtam9icy1iYW5rcy1oaXMtMS1zYWxhcnktbG9zZXMtNTAwbS0xMjMyNjE4Lmh0bWzSAQA?oc=5,2009-01-08 08:00:00,The Independent
IBM delivers Lotus Notes and free Symphony software for Apple Mac - Geekzone,https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3LmdlZWt6b25lLmNvLm56L2NvbnRlbnQuYXNwP2NvbnRlbnRpZD04MDM20gEA?oc=5,2009-01-08 08:00:00,Geekzone
"Palm Unveils iPhone Competitor, the Pre - The New York Times",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDEvMDkvdGVjaG5vbG9neS9wZXJzb25hbHRlY2gvMDlwYWxtLmh0bWzSAQA?oc=5,2009-01-08 08:00:00,The New York Times
Report: Safari has almost half of US mobile browser share - Ars Technica,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMS9pcGhvbmUtY29udGludWVzLXRvLXNsYW0tbW9iaWxlLXdlYi1jb21wZXRpdGlvbi_SAQA?oc=5,2009-01-09 08:00:00,Ars Technica
Palm surprises with Pre smartphone running new webOS - AppleInsider,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMS8wOS9wYWxtX3N1cnByaXNlc193aXRoX3ByZV9zbWFydHBob25lX3J1bm5pbmdfbmV3X3dlYm9z0gFkaHR0cHM6Ly9hcHBsZWluc2lkZXIuY29tL2FydGljbGVzLzA5LzAxLzA5L3BhbG1fc3VycHJpc2VzX3dpdGhfcHJlX3NtYXJ0cGhvbmVfcnVubmluZ19uZXdfd2Vib3MvYW1wLw?oc=5,2009-01-09 08:00:00,AppleInsider
"Now, hackers say Steve Jobs dead - The Economic Times",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS90ZWNoL3NvZnR3YXJlL25vdy1oYWNrZXJzLXNheS1zdGV2ZS1qb2JzLWRlYWQvYXJ0aWNsZXNob3cvMzk1NzA1MC5jbXPSAQA?oc=5,2009-01-09 08:00:00,The Economic Times
"Apple iPhone 3G Kings Button, the most expensive phone in world - Mobiletor.com",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3Lm1vYmlsZXRvci5jb20vYXBwbGUtaXBob25lLTNnLWtpbmdzLWJ1dHRvbi10aGUtbW9zdC1leHBlbnNpdmUtcGhvbmUtaW4td29ybGQv0gEA?oc=5,2009-01-10 08:00:00,Mobiletor.com
LG KP500 Cookie phone comes to India - Mobiletor.com,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3Lm1vYmlsZXRvci5jb20vbGcta3A1MDAtY29va2llLXBob25lLWNvbWVzLXRvLWluZGlhL9IBAA?oc=5,2009-01-10 08:00:00,Mobiletor.com
Celebrations 01-11-09 - VVdailypress.com,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnZ2ZGFpbHlwcmVzcy5jb20vc3RvcnkvbmV3cy9sb2NhbC8yMDA5LzAxLzEyL2NlbGVicmF0aW9ucy0wMS0xMS0wOS8zNzA3NjE1MDAwNy_SAQA?oc=5,2009-01-11 08:00:00,VVdailypress.com
MSI jumps on ATI's Mobility Radeon HD 4850: a gamer's laptop - Laptop - News - HEXUS,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vaGV4dXMubmV0L3RlY2gvbmV3cy9sYXB0b3AvMTY4MjgtbXNpLWp1bXBzLWF0aXMtbW9iaWxpdHktcmFkZW9uLWhkLTQ4NTAtZ2FtZXJzLWxhcHRvcC_SAQA?oc=5,2009-01-11 08:00:00,HEXUS
Samsung YP-Q1 MP3 Player - TweakTown,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnR3ZWFrdG93bi5jb20vcmV2aWV3cy8xNzExL3NhbXN1bmdfeXBfcTFfbXAzX3BsYXllci9pbmRleC5odG1s0gEA?oc=5,2009-01-11 08:00:00,TweakTown
Pear and frangipane tart | The Independent - The Independent,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL2xpZmUtc3R5bGUvZm9vZC1hbmQtZHJpbmsvcmVjaXBlcy9wZWFyLWFuZC1mcmFuZ2lwYW5lLXRhcnQtMTIzMTU1Mi5odG1s0gEA?oc=5,2009-01-11 08:00:00,The Independent
HTC Prepping Palm Pre Killer Phone? - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAxL2h0Yy1wcmVwcGluZy1uZS_SAQA?oc=5,2009-01-12 08:00:00,WIRED
'Woolworths logo looks more like a pumpkin than an apple' - Mumbrella,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vbXVtYnJlbGxhLmNvbS5hdS93b29sd29ydGhzLWxvZ28tbG9va3MtbW9yZS1saWtlLWEtcHVtcGtpbi10aGFuLWFuLWFwcGxlLTEwMTDSAQA?oc=5,2009-01-12 08:00:00,Mumbrella
Bharti Airtel introduces Lifetime Prepaid at Rs 99 - Business Standard,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hcnRpY2xlL3RlY2hub2xvZ3kvYmhhcnRpLWFpcnRlbC1pbnRyb2R1Y2VzLWxpZmV0aW1lLXByZXBhaWQtYXQtcnMtOTktMTA5MDExMjAwMDQyXzEuaHRtbNIBf2h0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvYXJ0aWNsZS90ZWNobm9sb2d5L2JoYXJ0aS1haXJ0ZWwtaW50cm9kdWNlcy1saWZldGltZS1wcmVwYWlkLWF0LXJzLTk5LTEwOTAxMTIwMDA0Ml8xLmh0bWw?oc=5,2009-01-12 08:00:00,Business Standard
Apple patent application shows iSight behind notebook screen - Ars Technica,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMS9hcHBsZS1wYXRlbnQtYXBwbGljYXRpb24tc2hvd3MtaXNpZ2h0LWJlaGluZC1ub3RlYm9vay1zY3JlZW4v0gEA?oc=5,2009-01-13 08:00:00,Ars Technica
Mac at 25: Send us insanely great stories - CNET,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvdGVjaC1pbmR1c3RyeS9tYWMtYXQtMjUtc2VuZC11cy1pbnNhbmVseS1ncmVhdC1zdG9yaWVzL9IBAA?oc=5,2009-01-13 08:00:00,CNET
Is Apple iPhone Nano coming soon - FoneArena,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmZvbmVhcmVuYS5jb20vYmxvZy8yMzcxL2lzLWFwcGxlLWlwaG9uZS1uYW5vLWNvbWluZy1zb29uLmh0bWzSAU1odHRwczovL3d3dy5mb25lYXJlbmEuY29tL2Jsb2cvMjM3MS9pcy1hcHBsZS1pcGhvbmUtbmFuby1jb21pbmctc29vbi5odG1sL2FtcA?oc=5,2009-01-13 08:00:00,FoneArena
"Apple Slow to Arrive, on Thailand's Black Market iPhones Sell Briskly - Cult of Mac",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmN1bHRvZm1hYy5jb20vNjk1MS9hcHBsZS1zbG93LXRvLWFycml2ZS1vbi10aGFpbGFuZHMtYmxhY2stbWFya2V0LWlwaG9uZXMtc2VsbC1icmlza2x5L9IBAA?oc=5,2009-01-13 08:00:00,Cult of Mac
"For Apple's Jobs, What a Difference a Week Makes - CNBC",https://news.google.com/rss/articles/CBMiIGh0dHBzOi8vd3d3LmNuYmMuY29tL2lkLzI4NjYzNjU00gEA?oc=5,2009-01-14 08:00:00,CNBC
Apple's Snow Leopard may arrive with unified 'Marble' interface - AppleInsider,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMS8xNC9hcHBsZXNfc25vd19sZW9wYXJkX21heV9hcnJpdmVfd2l0aF91bmlmaWVkX21hcmJsZV9pbnRlcmZhY2XSAWxodHRwczovL2FwcGxlaW5zaWRlci5jb20vYXJ0aWNsZXMvMDkvMDEvMTQvYXBwbGVzX3Nub3dfbGVvcGFyZF9tYXlfYXJyaXZlX3dpdGhfdW5pZmllZF9tYXJibGVfaW50ZXJmYWNlL2FtcC8?oc=5,2009-01-14 08:00:00,AppleInsider
Steve Jobs Probably Won't Come Back to Apple - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAxL3doeS1qb2JzLWlzbnQtYy_SAQA?oc=5,2009-01-14 08:00:00,WIRED
Steve Jobs taking medical leave of absence - CNET,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvdGVjaC1pbmR1c3RyeS9zdGV2ZS1qb2JzLXRha2luZy1tZWRpY2FsLWxlYXZlLW9mLWFic2VuY2Uv0gEA?oc=5,2009-01-14 08:00:00,CNET
Apple's Jobs takes medical leave - Reuters,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvaWRVU1RSRTUwRDdCNi_SAQA?oc=5,2009-01-14 08:00:00,Reuters
Profile: Who is Tim Cook? - Macworld,https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3Lm1hY3dvcmxkLmNvbS9hcnRpY2xlLzE5NDQ5My90aW1fY29vay5odG1s0gEA?oc=5,2009-01-14 08:00:00,Macworld
Steve Jobs: Health Problems 'More Complex Than I Originally Thought' - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAxL3N0ZXZlLWpvYnMtaGVhbC_SAQA?oc=5,2009-01-14 08:00:00,WIRED
Lovely Logos in Lego - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAxL2xvdmVseS1sb2dvcy1pbi_SAQA?oc=5,2009-01-14 08:00:00,WIRED
Apple's Mini DisplayPort to be wrapped into 1.2 spec - Ars Technica,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMS9hcHBsZXMtbWluaS1kaXNwbGF5cG9ydC10by1iZS13cmFwcGVkLWludG8tMS0yLXNwZWMv0gEA?oc=5,2009-01-14 08:00:00,Ars Technica
Meet Tim Cook: The Man in Charge of Apple - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAxL21lZXQtdGltLWNvb2staC_SAQA?oc=5,2009-01-14 08:00:00,WIRED
Apple CEO Steve Jobs takes medical leave - Cape Cod Times,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNhcGVjb2R0aW1lcy5jb20vc3RvcnkvbmV3cy8yMDA5LzAxLzE1L2FwcGxlLWNlby1zdGV2ZS1qb2JzLXRha2VzLzUyMTMyMjQ2MDA3L9IBAA?oc=5,2009-01-15 08:00:00,Cape Cod Times
Small-town values changed this Big Apple native - Wicked Local,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LndpY2tlZGxvY2FsLmNvbS9zdG9yeS90aW1lcy1hZHZvY2F0ZS8yMDA5LzAxLzE1L3NtYWxsLXRvd24tdmFsdWVzLWNoYW5nZWQtdGhpcy80MDcyNzcwODAwNy_SAQA?oc=5,2009-01-15 08:00:00,Wicked Local
Ill Apple boss Steve Jobs takes temporary leave - Gear | siliconrepublic.com - Ireland's Technology News Service - SiliconRepublic.com,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnNpbGljb25yZXB1YmxpYy5jb20vZ2Vhci9pbGwtYXBwbGUtYm9zcy1zdGV2ZS1qb2JzLXRha2VzLXRlbXBvcmFyeS1sZWF2ZdIBAA?oc=5,2009-01-15 08:00:00,SiliconRepublic.com
This would be a hard adjustment. It would be difficult to take Apple out of Steve. The company has defined him' - The Guardian,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90aGVndWFyZGlhbi8yMDA5L2phbi8xNi9zdGV2ZS1qb2JzLWlsbG5lc3PSAUZodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdGhlZ3VhcmRpYW4vMjAwOS9qYW4vMTYvc3RldmUtam9icy1pbGxuZXNz?oc=5,2009-01-15 08:00:00,The Guardian
Steve Jobs is sick. Leave him alone - TechRadar,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vbmV3cy9jb21wdXRpbmcvYXBwbGUvc3RldmUtam9icy1pcy1zaWNrLWxlYXZlLWhpbS1hbG9uZS01MDEzMzfSAQA?oc=5,2009-01-15 08:00:00,TechRadar
Wobble - The Boob Shaking App For Your iPhone That Apple Approved - Gizmodo Australia,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vZ2l6bW9kby5jb20uYXUvMjAwOS8wMS93b2JibGVfLV90aGVfYm9vYl9zaGFraW5nX2FwcF9mb3JfeW91cl9pcGhvbmVfdGhhdF9hcHBsZV9hcHByb3ZlZC_SAQA?oc=5,2009-01-16 08:00:00,Gizmodo Australia
Steve Jobs Said to Be Considering Liver Transplant - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAxL3N0ZXZlLWpvYnMtc2FpZC_SAQA?oc=5,2009-01-16 08:00:00,WIRED
"We love factual - Holiday Horrors Unpackaged: Tonight, ITV1, 8pm - The Mirror",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3Lm1pcnJvci5jby51ay90di90di1wcmV2aWV3cy93ZS1sb3ZlLWZhY3R1YWwtLS1ob2xpZGF5LWhvcnJvcnMtMzcxNDA00gFUaHR0cHM6Ly93d3cubWlycm9yLmNvLnVrL3R2L3R2LXByZXZpZXdzL3dlLWxvdmUtZmFjdHVhbC0tLWhvbGlkYXktaG9ycm9ycy0zNzE0MDQuYW1w?oc=5,2009-01-16 08:00:00,The Mirror
"Boxee, Used to View Web on TV, Generates Buzz (Published 2009) - The New York Times",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDEvMTcvdGVjaG5vbG9neS9pbnRlcm5ldC8xN3ZpZGVvLmh0bWzSAQA?oc=5,2009-01-16 08:00:00,The New York Times
Dell first: 256GB solid-state drive on laptops - CNET,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmNuZXQuY29tL3NjaWVuY2UvZGVsbC1maXJzdC0yNTZnYi1zb2xpZC1zdGF0ZS1kcml2ZS1vbi1sYXB0b3BzL9IBAA?oc=5,2009-01-17 08:00:00,CNET
James Madison | The Independent - The Independent,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL25ld3MvcHJlc2lkZW50cy9qYW1lcy1tYWRpc29uLTEzOTExMTEuaHRtbNIBAA?oc=5,2009-01-17 08:00:00,The Independent
