id,title,link,published,source
447,Eight Dishes for Lean Times - The New York Times,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDMvMDMvaGVhbHRoLzAzYnJvZHlyZWNpcGVzLmh0bWzSAQA?oc=5,2009-03-02 08:00:00,The New York Times
484,Hands on with a Dual Network AirPort Extreme Base Station - TidBITS,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vdGlkYml0cy5jb20vMjAwOS8wMy8wNS9oYW5kcy1vbi13aXRoLWEtZHVhbC1uZXR3b3JrLWFpcnBvcnQtZXh0cmVtZS1iYXNlLXN0YXRpb24v0gEA?oc=5,2009-03-05 08:00:00,TidBITS
590,Celebrations 03-15-09 - VVdailypress.com,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnZ2ZGFpbHlwcmVzcy5jb20vc3RvcnkvbmV3cy9sb2NhbC8yMDA5LzAzLzE2L2NlbGVicmF0aW9ucy0wMy0xNS0wOS8zNzA3NDQ2NTAwNy_SAQA?oc=5,2009-03-15 07:00:00,VVdailypress.com
591,Ars reviews iLife '09: laying tracks with GarageBand - Ars Technica,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9hcnMtcmV2aWV3cy1pbGlmZS0wOS1sYXlpbmctdHJhY2tzLXdpdGgtZ2FyYWdlYmFuZC0wOS_SAQA?oc=5,2009-03-15 07:00:00,Ars Technica
632,'Twilight' descends at midnight tonight - SouthCoastToday.com,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnNvdXRoY29hc3R0b2RheS5jb20vc3RvcnkvZW50ZXJ0YWlubWVudC9tb3ZpZXMvMjAwOS8wMy8yMC90d2lsaWdodC1kZXNjZW5kcy1hdC1taWRuaWdodC81MjA1NzE3OTAwNy_SAQA?oc=5,2009-03-20 07:00:00,SouthCoastToday.com
666,Komodo dragons maul man to death - The Guardian,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDA5L21hci8yNC9tYW4tbWF1bGVkLWRlYXRoLWtvbW9kby1kcmFnb27SAUxodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vd29ybGQvMjAwOS9tYXIvMjQvbWFuLW1hdWxlZC1kZWF0aC1rb21vZG8tZHJhZ29u?oc=5,2009-03-24 07:00:00,The Guardian
690,Maeve Townsend and David McKean - Weddings and Celebrations - The New York Times,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDMvMjkvZmFzaGlvbi93ZWRkaW5ncy8yOVZPV1MuaHRtbNIBAA?oc=5,2009-03-27 07:00:00,The New York Times
691,The tech behind Monsters vs Aliens 3D - TechRadar,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vbmV3cy93b3JsZC1vZi10ZWNoL3RoZS10ZWNoLWJlaGluZC1tb25zdGVycy12cy1hbGllbnMtM2QtNTg4NTI40gEA?oc=5,2009-03-27 07:00:00,TechRadar
710,Sprint unveils red LG Lotus - CNET,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvbW9iaWxlL3NwcmludC11bnZlaWxzLXJlZC1sZy1sb3R1cy_SAQA?oc=5,2009-03-31 07:00:00,CNET
714,Topshop bites into the Big Apple - The Guardian,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9idXNpbmVzcy8yMDA5L2Fwci8wMi90b3Atc2hvcC1vcGVucy1pbi1uZXcteW9ya9IBS2h0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS9idXNpbmVzcy8yMDA5L2Fwci8wMi90b3Atc2hvcC1vcGVucy1pbi1uZXcteW9yaw?oc=5,2009-04-02 07:00:00,The Guardian
724,First Drive: Ford Fiesta for an hour in the Big Apple - Autoblog,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmF1dG9ibG9nLmNvbS8yMDA5LzA0LzAzL2ZpcnN0LWRyaXZlLWFuLWhvdXItd2l0aC10aGUtZm9yZC1maWVzdGEtaW4tdGhlLWJpZy1hcHBsZS_SAQA?oc=5,2009-04-03 07:00:00,Autoblog
749,The Bush Six - The New Yorker,https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lm5ld3lvcmtlci5jb20vbWFnYXppbmUvMjAwOS8wNC8xMy90aGUtYnVzaC1zaXjSAQA?oc=5,2009-04-06 07:00:00,The New Yorker
777,Oral allergy syndrome may explain mysterious reactions - CNN,https://news.google.com/rss/articles/CBMiO2h0dHA6Ly93d3cuY25uLmNvbS8yMDA5L0hFQUxUSC8wNC8wOC9vcmFsLmFsbGVyZ3kuc3luZHJvbWUv0gEA?oc=5,2009-04-08 07:00:00,CNN
883,Abu Ghraib head finds vindication in newly released memos - CNN International,https://news.google.com/rss/articles/CBMiRGh0dHA6Ly9lZGl0aW9uLmNubi5jb20vMjAwOS9VUy8wNC8yMi91cy50b3J0dXJlLmthcnBpbnNraS9pbmRleC5odG1s0gEA?oc=5,2009-04-22 07:00:00,CNN International
917,Apple envy of other varieties - Otago Daily Times - Regions,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3Lm9kdC5jby5uei9yZWdpb25zL2NlbnRyYWwtb3RhZ28vYXBwbGUtZW52eS1vdGhlci12YXJpZXRpZXPSAQA?oc=5,2009-04-24 07:00:00,Otago Daily Times - Regions
989,David H. Souter: Justice Unbound - The New York Times,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDUvMDMvd2Vla2lucmV2aWV3LzAzZ3JlZW5ob3VzZS5odG1s0gEA?oc=5,2009-05-02 07:00:00,The New York Times
996,Watch the Opening Scene from Francis Ford Coppola's Tetro - First Showing,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmZpcnN0c2hvd2luZy5uZXQvMjAwOS93YXRjaC10aGUtb3BlbmluZy1zY2VuZS1mcm9tLWZyYW5jaXMtZm9yZC1jb3Bwb2xhcy10ZXRyby_SAQA?oc=5,2009-05-04 07:00:00,First Showing
1014,I Nearly Called it Quits-----Grace Amah - Modern Ghana,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3Lm1vZGVybmdoYW5hLmNvbS9ub2xseXdvb2QvNDcyNy9pLW5lYXJseS1jYWxsZWQtaXQtcXVpdHMtZ3JhY2UtYW1haC5odG1s0gFXaHR0cHM6Ly93d3cubW9kZXJuZ2hhbmEuY29tL2FtcC9ub2xseXdvb2QvNDcyNy9pLW5lYXJseS1jYWxsZWQtaXQtcXVpdHMtZ3JhY2UtYW1haC5odG1s?oc=5,2009-05-06 07:00:00,Modern Ghana
1029,"Plenty of apples, but there's only one 'Cider' - Foster's Daily Democrat",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmZvc3RlcnMuY29tL3N0b3J5L3Nwb3J0cy8yMDA5LzA1LzA3L3BsZW50eS1hcHBsZXMtYnV0LXRoZXJlLXMvNjMyMTU5NzkwMDcv0gEA?oc=5,2009-05-07 07:00:00,Foster's Daily Democrat
1028,Death in the Orchard of Eden | The Independent - The Independent,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL2NsaW1hdGUtY2hhbmdlL25ld3MvZGVhdGgtaW4tdGhlLW9yY2hhcmQtb2YtZWRlbi0xNjgxMDU3Lmh0bWzSAQA?oc=5,2009-05-08 07:00:00,The Independent
1058,Question of Nutrition 8 - T NATION,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LnQtbmF0aW9uLmNvbS9kaWV0LWZhdC1sb3NzL3F1ZXN0aW9uLW9mLW51dHJpdGlvbi04L9IBQ2h0dHBzOi8vd3d3LnQtbmF0aW9uLmNvbS9kaWV0LWZhdC1sb3NzL3F1ZXN0aW9uLW9mLW51dHJpdGlvbi04L2FtcC8?oc=5,2009-05-12 07:00:00,T NATION
1084,The Highgrove Florilegium at the Garden Museum - London SE1,https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LmxvbmRvbi1zZTEuY28udWsvbmV3cy92aWV3LzM4ODfSAQA?oc=5,2009-05-16 07:00:00,London SE1
1094,Yasir Qadhi: My Conversion - Admitting One's Mistake and Moving On - MuslimMatters,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vbXVzbGltbWF0dGVycy5vcmcvMjAwOS8wNS8xOC95YXNpci1xYWRoaS1teS1jb252ZXJzaW9uLWFkbWl0dGluZy1vbmVzLW1pc3Rha2UtYW5kLW1vdmluZy1vbi_SAQA?oc=5,2009-05-18 07:00:00,MuslimMatters
1092,Northeast sailing teams compete in weekend regatta - Foster's Daily Democrat,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmZvc3RlcnMuY29tL3N0b3J5L25ld3MvMjAwOS8wNS8xOC9ub3J0aGVhc3Qtc2FpbGluZy10ZWFtcy1jb21wZXRlLWluLzUxOTkyMDIwMDA3L9IBAA?oc=5,2009-05-18 07:00:00,Foster's Daily Democrat
1091,Want More Fruit? Get Out the Blender. - The New York Times,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDUvMTgvaGVhbHRoL251dHJpdGlvbi8xOHJlY2lwZWhlYWx0aC5odG1s0gEA?oc=5,2009-05-18 07:00:00,The New York Times
1104,Serial inhumanity - Bangalore Mirror,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vYmFuZ2Fsb3JlbWlycm9yLmluZGlhdGltZXMuY29tL3NlcmlhbC1pbmh1bWFuaXR5L2FydGljbGVzaG93LzIyMTM5NzE0LmNtc9IBAA?oc=5,2009-05-19 07:00:00,Bangalore Mirror
1112,Fruits as Beautiful in the Garden as They Are Delicious - The New York Times,https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDUvMjEvZ2FyZGVuLzIxZ2FyZGVuLmh0bWzSAQA?oc=5,2009-05-20 07:00:00,The New York Times
1188,Toy Story 3 Teaser Trailer Online | Movies | %%channel_name%% - Empire,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmVtcGlyZW9ubGluZS5jb20vbW92aWVzL25ld3MvdG95LXN0b3J5LTMtdGVhc2VyLXRyYWlsZXItb25saW5lL9IBAA?oc=5,2009-05-29 07:00:00,Empire
1185,"Hello Kitty, Your Car Is Waiting - The New York Times",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDUvMzEvYXV0b21vYmlsZXMvYXV0b3Jldmlld3MvMzFuaXNzYW4uaHRtbNIBAA?oc=5,2009-05-29 07:00:00,The New York Times
1195,The Best Calf Roper - WesternHorseman.com,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd2VzdGVybmhvcnNlbWFuLmNvbS9ob3JzZW1hbnNoaXAvdGhlLWJlc3QtY2FsZi1yb3Blci0yL9IBAA?oc=5,2009-05-31 07:00:00,WesternHorseman.com
1197,Top brass visit the troops - Otago Daily Times - Regions,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3Lm9kdC5jby5uei9yZWdpb25zL2NlbnRyYWwtb3RhZ28vdG9wLWJyYXNzLXZpc2l0LXRyb29wc9IBAA?oc=5,2009-05-31 07:00:00,Otago Daily Times - Regions
1202,Apples (No 558) - The Guardian,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9tdXNpYy8yMDA5L2p1bi8wMS9uZXctYmFuZC1hcHBsZXPSAT1odHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vbXVzaWMvMjAwOS9qdW4vMDEvbmV3LWJhbmQtYXBwbGVz?oc=5,2009-06-01 07:00:00,The Guardian
1233,More than 2000 Wenatchee Valley residents attend Wenatchee Day at th - HistoryLink.org,https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3Lmhpc3RvcnlsaW5rLm9yZy9GaWxlLzkwMzjSAQA?oc=5,2009-06-05 07:00:00,HistoryLink.org
1304,"Moisture Infused Pork Succulent Rack of Pork with Roasted Fennel, Apples & Potatoes and a crackling to die for - Not Quite Nigella",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5ub3RxdWl0ZW5pZ2VsbGEuY29tLzIwMDkvMDYvMTIvc3VjY3VsZW50LXJhY2stb2YtcG9yay13aXRoLXJvYXN0ZWQtZmVubmVsLWFwcGxlcy1wb3RhdG9lcy1hbmQtYS1jcmFja2xpbmctdG8tZGllLWZvci_SAQA?oc=5,2009-06-12 07:00:00,Not Quite Nigella
1318,Science Weekly | Michio Kaku: Impossibility is relative - The Guardian,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9zY2llbmNlL2F1ZGlvLzIwMDkvanVuLzExL21pY2hpby1rYWt1LXBoeXNpY3MtaW1wb3NzaWJsZdIBAA?oc=5,2009-06-14 07:00:00,The Guardian
1327,Area orchardist tests northern Minnesota fruit-growing potential - Bemidji Pioneer,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmJlbWlkamlwaW9uZWVyLmNvbS9uZXdzL2FyZWEtb3JjaGFyZGlzdC10ZXN0cy1ub3J0aGVybi1taW5uZXNvdGEtZnJ1aXQtZ3Jvd2luZy1wb3RlbnRpYWzSAQA?oc=5,2009-06-16 07:00:00,Bemidji Pioneer
1487,"Helen Kimsey Obituary (2009) - Winston-Salem, NC - Winston-Salem Journal - Legacy.com",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmxlZ2FjeS5jb20vdXMvb2JpdHVhcmllcy93aW5zdG9uc2FsZW0vbmFtZS9oZWxlbi1raW1zZXktb2JpdHVhcnk_aWQ9MjU5MTQ0MTDSAQA?oc=5,2009-06-29 07:00:00,Legacy.com
1500,Working for Happiness | Greater Good - Greater Good Science Center at UC Berkeley,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vZ3JlYXRlcmdvb2QuYmVya2VsZXkuZWR1L2FydGljbGUvaXRlbS93b3JraW5nX2Zvcl9oYXBwaW5lc3PSAQA?oc=5,2009-07-01 07:00:00,Greater Good Science Center at UC Berkeley
1522,The Yiddish Are Coming - Aish,https://news.google.com/rss/articles/CBMiGmh0dHBzOi8vYWlzaC5jb20vNDk5NzA2OTIv0gEA?oc=5,2009-07-04 07:00:00,Aish
1527,"White iPhone 3GS Discoloration Due to Third-Party Cases, Not Overheating? - MacRumors",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAwOS8wNy8wNS93aGl0ZS1pcGhvbmUtM2dzLWRpc2NvbG9yYXRpb24tZHVlLXRvLXRoaXJkLXBhcnR5LWNhc2VzLW5vdC1vdmVyaGVhdGluZy_SAQA?oc=5,2009-07-05 07:00:00,MacRumors
1529,Allen Klein - The Guardian,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9tdXNpYy8yMDA5L2p1bC8wNi9vYml0dWFyeS1hbGxlbi1rbGVpbtIBQmh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS9tdXNpYy8yMDA5L2p1bC8wNi9vYml0dWFyeS1hbGxlbi1rbGVpbg?oc=5,2009-07-05 07:00:00,The Guardian
1565,Nottingham - History - Ten of the best... world record attempts in Nottinghamshire - BBC,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmJiYy5jby51ay9ub3R0aW5naGFtL2NvbnRlbnQvYXJ0aWNsZXMvMjAwOS8wNy8wOC93b3JsZF9yZWNvcmRfYXR0ZW1wdHNfZmVhdHVyZS5zaHRtbNIBAA?oc=5,2009-07-08 07:00:00,BBC
1588,Why unspoilt Asturias is a secret I just have to share - The Guardian,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90cmF2ZWwvMjAwOS9qdWwvMTIvYXN0dXJpYXMtc3BhaW4tZm9vZC1kcmlua9IBSGh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS90cmF2ZWwvMjAwOS9qdWwvMTIvYXN0dXJpYXMtc3BhaW4tZm9vZC1kcmluaw?oc=5,2009-07-11 07:00:00,The Guardian
1612,Bello Nock to Return to Big Apple Circus - The New York Times - archive.nytimes.com,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vYXJjaGl2ZS5ueXRpbWVzLmNvbS9hcnRzYmVhdC5ibG9ncy5ueXRpbWVzLmNvbS8yMDA5LzA3LzE1L2JlbGxvLW5vY2stdG8tcmV0dXJuLXRvLWJpZy1hcHBsZS1jaXJjdXMv0gEA?oc=5,2009-07-15 07:00:00,archive.nytimes.com
